table,field_name,field_key,reads,writes,searches,unused,contexts,ambiguity
User,__shop_name,shop_name_text,41,0,0,,api:bulk_create_shop; page:legal; page:mypage,
User,__shop_onboading,shop_onboading_boolean,0,0,0,未使用,,
User,__shop_pay_real,shop_pay_real_text,1,0,0,,api:bulk_create_shop,
User,__tenant_id,tenant_id_text,5,0,0,,api:bulk_create_shop; api:delete_shop; elem:r_admin_reservation; elem:r_admin_shop_list,キー共有: shop
User,__user_id_payjp,user_id_payjp_text,0,0,0,未使用,,
User,__{delete}phone,phone1_number,0,0,0,未使用,,
User,__事業者名,____1_text,1,0,0,,api:bulk_create_shop,
User,__前日貸し出し,_______number,35,1,0,,api:bulk_create_shop; api:create_reserve_and_detail; elem:cart; elem:r_admin_reservation; elem:user_reservation_detail; page:legal; page:mypage; page:user_reservation_list,"キー共有: reservation, reservation_detail"
User,__担当者,____text,1,0,0,,api:bulk_create_shop,
User,__認証,is____boolean,0,2,0,,page:legal; page:mypage,
User,__認証番号,_____text,8,2,0,,page:legal; page:mypage,
User,address,address_text,42,12,0,,api:bulk_update_bicyle; api:cancel_reservation; api:change_shop_info; api:create_user_info; elem:bicycle_item; elem:cart; elem:r_admin_customer_info; elem:r_shop_bicycle; elem:r_shop_info; elem:shop; elem:userinfo; page:bicycle_detail; page:legal; page:mypage; page:shop_detail,キー共有: shop
User,birth,birth_date,20,11,0,,api:create_user_info; elem:cart; elem:r_admin_customer_info; elem:userinfo; page:legal; page:mypage,
User,cart,cart_custom_____,339,15,0,,elem:cart; elem:r_signin/signup; elem:userinfo; page:bicycle_detail; page:index; page:legal; page:mypage; page:user_reservation_list,
User,customer_id,cus_id_text,32,5,0,,api:create_client; api:create_user_info; elem:cart; elem:r_admin_reservation; page:legal; page:mypage,
User,deleted_at,daleted_at_date,14,6,1,,api:bulk_create_shop; api:delete_shop; api:send_reset_pass_mail; elem:  r_shop_option; elem:r_admin_customer_info; elem:r_admin_reservation; elem:r_admin_sales; elem:r_admin_shop_list; elem:r_shop_bicycle; elem:userinfo; page:bicycle_detail; page:shop_detail; privacy:Sub_Option; privacy:User,"キー共有: Bicycle, Sub_Option"
User,last_visit_date,last_visit_date,0,2,0,,page:legal; page:mypage,
User,name,name_text,269,21,3,,api:bulk_update_bicyle; api:cancel_reservation; api:change_shop_info; api:create_user_info; api:edit_bicycle; api:payjp_webhook_update_talent; elem:  r_shop_option; elem:bicycle_item; elem:cart; elem:r_admin_contact; elem:r_admin_customer_info; elem:r_admin_price; elem:r_admin_reservation; elem:r_admin_sales; elem:r_admin_shop_list; elem:r_shop_bicycle; elem:r_shop_info; elem:search_area; elem:shop; elem:user_reservation_detail; elem:userinfo; page:bicycle_detail; page:legal; page:mypage; page:shop_detail; page:user_reservation_list,"キー共有: shop, rider_info, Bicycle, __Prefecture, Price_menu, Sub_Option"
User,name_kana,name_kana_text,23,16,3,,api:create_user_info; elem:cart; elem:r_admin_customer_info; elem:r_admin_reservation; elem:r_admin_sales; elem:userinfo; page:legal; page:mypage,キー共有: rider_info
User,not_bulk,not_bulk_boolean,1,0,0,,api:bulk_create_shop,
User,notification,is__________boolean,4,11,0,,api:create_user_info; elem:r_admin_customer_info; elem:userinfo; page:legal; page:mypage,
User,payment_method,______list_option______,5,0,0,,api:bulk_create_shop; page:legal; page:mypage,
User,phone_number,phone_text_text,50,17,3,,api:cancel_reservation; api:change_shop_info; api:create_user_info; elem:cart; elem:r_admin_customer_info; elem:r_admin_reservation; elem:r_admin_sales; elem:r_shop_info; elem:user_reservation_detail; elem:userinfo; page:legal; page:mypage; page:shop_detail; page:user_reservation_list,キー共有: rider_info
User,postal_code,post_number_number,25,12,0,,api:cancel_reservation; api:change_shop_info; api:create_user_info; elem:cart; elem:r_shop_info; elem:userinfo; page:legal; page:mypage,
User,role,right_option_rights,95,3,28,,api:bulk_create_shop; api:send_reset_pass_mail; elem:r_admin_contact; elem:r_admin_customer_info; elem:r_admin_header; elem:r_admin_notice_list; elem:r_admin_reservation; elem:r_admin_sales; elem:r_admin_sidebar; elem:r_admin_signin; elem:r_shop_info; page:admin; page:admin_price_simulation; page:legal; page:mypage; page:shop_form; privacy:Bicycle; privacy:Price_menu; privacy:Sub_Option; privacy:User; privacy:__access_log; privacy:__銀行口座; privacy:contact; privacy:log; privacy:maintenance; privacy:notification; privacy:reservation; privacy:reservation_detail; privacy:rider_info; privacy:sales_record,キー共有: notification
User,shop,shop1_custom_shop,186,1,0,,api:create_bicycle; api:create_shop; api:edit_bicycle; api:make_change_business_hour; api:payjp_webhook_update_talent; elem:  r_shop_option; elem:r_admin_contact; elem:r_admin_customer_info; elem:r_admin_header; elem:r_admin_notice_list; elem:r_admin_price; elem:r_admin_reservation; elem:r_admin_sales; elem:r_shop_bicycle; elem:r_shop_business_hour; elem:r_shop_calendar; elem:r_shop_info; page:admin; page:shop_form; privacy:Sub_Option; privacy:reservation; privacy:reservation_detail; privacy:sales_record,
User,stripe_customer_id,stripe_customer_id_text,0,0,0,未使用,,
User,tall,tall_number,19,11,0,,api:create_user_info; elem:cart; elem:userinfo; page:legal; page:mypage,
オプション例外日,date,date_date,4,1,21,,elem:  r_shop_option; elem:cart; elem:r_admin_reservation; page:admin_update_calendar; page:bicycle_detail,"キー共有: sales_record, 自転車例外日, 12_holidays, 26_holiday_master, __access_log, m_holiday"
オプション例外日,option,date_custom_sub_option,0,1,7,,elem:  r_shop_option; elem:cart; page:bicycle_detail,
工事中,__yes/no,yes_no_boolean,0,0,0,未使用,,
自転車例外日,bicycle,bicycle_custom_bicycle,7,1,10,,elem:bicycle; elem:r_admin_reservation; elem:r_shop_bicycle; elem:shop; page:bicycle_detail; page:shop_detail,キー共有: オプション例外日
自転車例外日,date,date_date,4,1,38,,elem:  r_shop_option; elem:bicycle; elem:r_admin_reservation; elem:r_shop_bicycle; elem:shop; page:admin_update_calendar; page:bicycle_detail; page:shop_detail,"キー共有: sales_record, 12_holidays, オプション例外日, 26_holiday_master, __access_log, m_holiday"
